id,title,authors,venue,year,group_id,original_id
168,High Speed On-line Backup When Using Logical Log Operations,David B. Lomet,SIGMOD Conference,2000,84.0,conf/sigmod/Lomet00
169,Efficient resumption of interrupted warehouse loads,"Wilburt Juan Labio, Janet L. Wiener, Hector Garcia-Molina, Vlad Gorelik",International Conference on Management of Data,2000,85.0,335379
170,Efficient Resumption of Interrupted Warehouse Loads,"Hector Garcia-Molina, Vlad Gorelik, Wilburt Labio, Janet L. Wiener",SIGMOD Conference,2000,85.0,conf/sigmod/LabioWGG00
171,Finding generalized projected clusters in high dimensional spaces,"Charu C. Aggarwal, Philip S. Yu",International Conference on Management of Data,2000,86.0,335383
172,Finding Generalized Projected Clusters In High Dimensional Spaces,"Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,2000,86.0,conf/sigmod/AggarwalY00
173,Density Biased Sampling: An Improved Method for Data Mining and Clustering,"Christopher R. Palmer, Christos Faloutsos",SIGMOD Conference,2000,87.0,conf/sigmod/PalmerF00
174,Density biased sampling: an improved method for data mining and clustering,"Christopher R. Palmer, Christos Faloutsos",International Conference on Management of Data,2000,87.0,335384
175,Answering Complex SQL Queries Using Automatic Summary Tables,"Roberta Cochrane, Hamid Pirahesh, Monica Urata, Markos Zaharioudakis, George Lapis",SIGMOD Conference,2000,88.0,conf/sigmod/ZaharioudakisCLPU00
176,Answering complex SQL queries using automatic summary tables,"Markos Zaharioudakis, Roberta Cochrane, George Lapis, Hamid Pirahesh, Monica Urata",International Conference on Management of Data,2000,88.0,335390
177,Closest pair queries in spatial databases,"Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos",International Conference on Management of Data,2000,89.0,335414
178,Closest Pair Queries in Spatial Databases,"Yannis Theodoridis, Yannis Manolopoulos, Antonio Corral, Michael Vassilakopoulos",SIGMOD Conference,2000,89.0,conf/sigmod/CorralMTV00
179,Efficient and extensible algorithms for multi query optimization,"Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe",International Conference on Management of Data,2000,90.0,335419
180,Efficient and Extensible Algorithms for Multi Query Optimization,"S. Sudarshan, Siddhesh Bhobe, S. Seshadri, Prasan Roy",SIGMOD Conference,2000,90.0,conf/sigmod/RoySSB00
181,Eddies: continuously adaptive query processing,"Ron Avnur, Joseph M. Hellerstein",International Conference on Management of Data,2000,91.0,335420
182,Eddies: Continuously Adaptive Query Processing,"Ron Avnur, Joseph M. Hellerstein",SIGMOD Conference,2000,91.0,conf/sigmod/HellersteinA00
183,A chase too far?,"Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen",International Conference on Management of Data,2000,92.0,335421
184,A Chase Too Far?,"Val Tannen, Arnaud Sahuguet, Alin Deutsch, Lucian Popa",SIGMOD Conference,2000,92.0,conf/sigmod/PopaDST00
185,A framework for expressing and combining preferences,"Rakesh Agrawal, Edward L. Wimmers",International Conference on Management of Data,2000,93.0,335423
186,A Framework for Expressing and Combining Preferences,"Edward L. Wimmers, Rakesh Agrawal",SIGMOD Conference,2000,93.0,conf/sigmod/AgrawalW00
187,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut Güting",SIGMOD Conference,2000,94.0,conf/sigmod/ForlizziGNS00
188,A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000,94.0,335426
189,Adaptive multi-stage distance join processing,"Hyoseop Shin, Bongki Moon, Sukho Lee",International Conference on Management of Data,2000,95.0,335428
190,Adaptive Multi-Stage Distance Join Processing,"Sukho Lee, Bongki Moon, Hyoseop Shin",SIGMOD Conference,2000,95.0,conf/sigmod/MoonSL00
191,Finding replicated Web collections,"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",International Conference on Management of Data,2000,96.0,335429
192,Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,96.0,conf/sigmod/ChoSG00
193,Efficient and cost-effective techniques for browsing and indexing large video databases,"JungHwan Oh, Kien A. Hua",International Conference on Management of Data,2000,97.0,335436
194,Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,"Kien A. Hua, Jung-Hwan Oh",SIGMOD Conference,2000,97.0,conf/sigmod/OhHP00
195,Efficient algorithms for mining outliers from large data sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,2000,98.0,335437
196,Efficient Algorithms for Mining Outliers from Large Data Sets,"Kyuseok Shim, Sridhar Ramaswamy, Rajeev Rastogi",SIGMOD Conference,2000,98.0,conf/sigmod/RamaswamyRS00
197,Designing and Mining Multi-Terabyte Astronomy Archives: The Sloan Digital Sky Survey,"Alexander S. Szalay, Donald R. Slutz, Ani Thakar, Jim Gray, Peter Z. Kunszt",SIGMOD Conference,2000,99.0,conf/sigmod/SzalayGKT00
198,Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,"Alexander S. Szalay, Peter Z. Kunszt, Ani Thakar, Jim Gray, Don Slutz, Robert J. Brunner",International Conference on Management of Data,2000,99.0,335439
199,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"Carlotta Domeniconi, Vassilis J. Tsotras, George Kollios, Dimitrios Gunopulos",SIGMOD Conference,2000,100.0,conf/sigmod/GunopulosKTD00
200,Approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",International Conference on Management of Data,2000,100.0,335448
201,Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,101.0,335450
202,Congressional Samples for Approximate Answering of Group-By Queries,"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",SIGMOD Conference,2000,101.0,conf/sigmod/AcharyaGP00
203,"Counting, enumerating, and sampling of execution plans in a cost-based query optimizer","Florian Waas, C&#233;sar Galindo-Legaria",International Conference on Management of Data,2000,102.0,335451
204,"Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","César A. Galindo-Legaria, Florian Waas",SIGMOD Conference,2000,102.0,conf/sigmod/WaasG00
205,Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way,"Sophie Cluet, Fanny Wattez, Véronique Benzaken, Guy Ferran, Christian Fiegel",SIGMOD Conference,2000,103.0,conf/sigmod/WattezCBFF00
206,Benchmarking queries over trees: learning the hard truth the hard way,"Fanny Wattez, Sophie Cluet, V&#233;ronique Benzaken, Guy Ferran, Christian Fiegel",International Conference on Management of Data,2000,103.0,335452
207,Expressing business rules,Ronald G. Ross,International Conference on Management of Data,2000,104.0,335457
208,Expressing Business Rules,Ronald G. Ross,SIGMOD Conference,2000,104.0,conf/sigmod/Ross00
209,DLFM: A Transactional Resource Manager,"Hui-I Hsiao, Inderpal Narang",SIGMOD Conference,2000,105.0,conf/sigmod/HsiaoN00
210,DLFM: a transactional resource manager,"Hui-I Hsiao, Inderpal Narang",International Conference on Management of Data,2000,105.0,335461
211,Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000,106.0,335465
212,Handling Very Large Databases with Informix Extended Parallel Server,Andreas Weininger,SIGMOD Conference,2000,106.0,conf/sigmod/Weininger00
213,Anatomy of a Real E-Commerce System,Anant Jhingran,SIGMOD Conference,2000,107.0,conf/sigmod/Jhingran00
214,Anatomy of a real E-commerce system,Anant Jhingran,International Conference on Management of Data,2000,107.0,335469
215,An approximate search engine for structural databases,"Jason T. L. Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Qicheng Ma, Zasha Weinberg",International Conference on Management of Data,2000,108.0,335495
216,An Approximate Search Engine for Structural Databases,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-Li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",SIGMOD Conference,2000,108.0,conf/sigmod/WangSSZZW00
217,Fact: A Learning Based Web Query Processing System,"Zengping Tian, Hongjun Lu, Yanlei Diao, Songting Chen",SIGMOD Conference,2000,109.0,conf/sigmod/ChenDLT00
218,FACT: a learning based Web query processing system,"Songting Chen, Yanlei Diao, Hongjun Lu, Zengping Tian",International Conference on Management of Data,2000,109.0,336560
219,AJAX: an extensible data cleaning tool,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon",International Conference on Management of Data,2000,110.0,336568
220,AJAX: An Extensible Data Cleaning Tool,"Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon",SIGMOD Conference,2000,110.0,conf/sigmod/Galhardas00
221,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",SIGMOD Conference,2000,111.0,conf/sigmod/JarkeQCLFLVV00
222,Concept based design of data warehouses: the DWQ demonstrators,"M. Jarke, C. Quix, D. Calvanese, M. Lenzerini, E. Franconi, S. Ligoudistianos, P. Vassiliadis, Y. Vassiliou",International Conference on Management of Data,2000,111.0,336570
223,A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"Michael Gillmann, Jeanine Weissenfels, German Shegalov, Wolfgang Wonner, Gerhard Weikum",International Conference on Management of Data,2000,112.0,336577
224,A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,"German Shegalov, Gerhard Weikum, Wolfgang Wonner, Michael Gillmann, Jeanine Weißenfels",SIGMOD Conference,2000,112.0,conf/sigmod/GillmannWSWW00
225,AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,"Ling Liu, Calton Pu, David Buttler, Wei Han, Henrique Paques, Wei Tang",International Conference on Management of Data,2000,113.0,336579
226,AQR-Toolkit: An Adaptive Query Routing Middleware for Distributed Data Intensive Systems,"Henrique Paques, Wei Tang, Calton Pu, Wei Han, Ling Liu, David Buttler",SIGMOD Conference,2000,113.0,conf/sigmod/LiuPBHPT00
227,DISIMA: A Distributed and Interoperable Image Database System,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer Özsu",SIGMOD Conference,2000,114.0,conf/sigmod/OriaOILY00
228,DISIMA: a distributed and interoperable image database system,"Vincent Oria, M. Tamer &#214;zsu, Paul J. Iglinski, Shu Lin, Bin Yao",International Conference on Management of Data,2000,114.0,336589
229,Mining frequent patterns without candidate generation,"Jiawei Han, Jian Pei, Yiwen Yin",International Conference on Management of Data,2000,115.0,335372
230,Mining Frequent Patterns without Candidate Generation,"Jian Pei, Jiawei Han, Yiwen Yin",SIGMOD Conference,2000,115.0,conf/sigmod/HanPY00
231,Data mining on an OLTP system (nearly) for free,"Erik Riedel, Christos Faloutsos, Gregory R. Ganger, David F. Nagle",International Conference on Management of Data,2000,116.0,335375
232,Data Mining on an OLTP System (Nearly) for Free,"Erik Riedel, Gregory R. Ganger, David Nagle, Christos Faloutsos",SIGMOD Conference,2000,116.0,conf/sigmod/RiedelFGN00
233,Turbo-charging Vertical Mining of Large Databases,"Jayant R. Haritsa, Devavrat Shah, S. Sudarshan, Pradeep Shenoy, Mayank Bawa, Gaurav Bhalotia",SIGMOD Conference,2000,117.0,conf/sigmod/ShenoyHSBBS00
234,Turbo-charging vertical mining of large databases,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2000,117.0,335376
235,On-line reorganization in object databases,"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",International Conference on Management of Data,2000,118.0,335381
236,On-line Reorganization in Object Databases,"S. Sudarshan, Rajeev Rastogi, S. Seshadri, Mohana Krishna Lakhamraju",SIGMOD Conference,2000,118.0,conf/sigmod/LakhamrajuRSS00
237,LOF: identifying density-based local outliers,"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, J&#246;rg Sander",International Conference on Management of Data,2000,119.0,335388
238,LOF: Identifying Density-Based Local Outliers,"Hans-Peter Kriegel, Raymond T. Ng, Markus M. Breunig, Jörg Sander",SIGMOD Conference,2000,119.0,conf/sigmod/BreunigKNS00
239,Synchronizing a Database to Improve Freshness,"Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,120.0,conf/sigmod/ChoG00
240,Synchronizing a database to improve freshness,"Junghoo Cho, Hector Garcia-Molina",International Conference on Management of Data,2000,120.0,335391
241,How to roll a join: asynchronous incremental view maintenance,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2000,121.0,335393
242,How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000,121.0,conf/sigmod/SalemBCL00
243,On Wrapping Query Languages and Efficient XML Integration,"Jérôme Siméon, Vassilis Christophides, Sophie Cluet",SIGMOD Conference,2000,122.0,conf/sigmod/ChristophidesCS00
244,On wrapping query languages and efficient XML integration,"Vassilis Christophides, Sophie Cluet, J&#233;r&#466;me Sim&#232;on",International Conference on Management of Data,2000,122.0,335395
245,XMILL: An Efficient Compressor for XML Data,"Hartmut Liefke, Dan Suciu",SIGMOD Conference,2000,123.0,conf/sigmod/LiefkeS00
246,XMill: an efficient compressor for XML data,"Hartmut Liefke, Dan Suciu",International Conference on Management of Data,2000,123.0,335405
247,XTRACT: a system for extracting document type descriptors from XML documents,"Minos Garofalakis, Aristides Gionis, Rajeev Rastogi, S. Seshadri, Kyuseok Shim",International Conference on Management of Data,2000,124.0,335409
248,XTRACT: A System for Extracting Document Type Descriptors from XML Documents,"Rajeev Rastogi, S. Seshadri, Minos N. Garofalakis, Aristides Gionis, Kyuseok Shim",SIGMOD Conference,2000,124.0,conf/sigmod/GarofalakisGRSS00
249,Spatial Join Selectivity Using Power Laws,"Christos Faloutsos, Bernhard Seeger, Caetano Traina Jr., Agma J. M. Traina",SIGMOD Conference,2000,125.0,conf/sigmod/FaloutsosSTT00
250,Spatial join selectivity using power laws,"Christos Faloutsos, Bernhard Seeger, Agma Traina, Caetano Traina, Jr.",International Conference on Management of Data,2000,125.0,335412
251,Influence sets based on reverse nearest neighbor queries,"Flip Korn, S. Muthukrishnan",International Conference on Management of Data,2000,126.0,335415
252,Influence Sets Based on Reverse Nearest Neighbor Queries,"S. Muthukrishnan, Flip Korn",SIGMOD Conference,2000,126.0,conf/sigmod/KornM00
253,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources,"Manuel Rodriguez-Martinez, Nick Roussopoulos",SIGMOD Conference,2000,127.0,conf/sigmod/RodriguezR00
254,MOCHA: a self-extensible database middleware system for distributed data sources,"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",International Conference on Management of Data,2000,127.0,335413
255,Towards self-tuning data placement in parallel database systems,"Mong Li Lee, Masaru Kitsuregawa, Beng Chin Ooi, Kian-Lee Tan, Anirban Mondal",International Conference on Management of Data,2000,128.0,335416
256,Towards Self-Tuning Data Placement in Parallel Database Systems,"Mong-Li Lee, Beng Chin Ooi, Anirban Mondal, Kian-Lee Tan, Masaru Kitsuregawa",SIGMOD Conference,2000,128.0,conf/sigmod/LeeKOTM00
257,LH*RS: A High-Availability Scalable Distributed Data Structure using Reed Solomon Codes,"Thomas J. E. Schwarz, Witold Litwin",SIGMOD Conference,2000,129.0,conf/sigmod/LitwinS00
